Question,Location,Gender,Age,Answer,Count
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,NA,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,4 Mostly yes,26
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,2 Very little,42
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,6 Don't know,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,5 Completely yes,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,1 Not at all,78
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,40 to 54,7 Refused,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,2 Very little,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,5 Completely yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,1 Not at all,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Refused,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,2 Very little,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,4 Mostly yes,61
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,2 Very little,35
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,5 Completely yes,9
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,3 Neutral,6
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,1 Not at all,41
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,25 to 39,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,4 Mostly yes,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,2 Very little,5
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,6 Don't know,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,5 Completely yes,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,1 Not at all,12
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,4 Mostly yes,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,2 Very little,15
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,6 Don't know,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,5 Completely yes,8
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,3 Neutral,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,1 Not at all,19
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,55+,7 Refused,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,4 Mostly yes,2
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,2 Very little,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,1 Not at all,4
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,4 Mostly yes,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,1 Not at all,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Male,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,2 Very little,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,1 Not at all,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,40 to 54,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Refused,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,don't Know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,25 to 39,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15 to 24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,55+,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,15-24,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,4 Mostly yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,2 Very little,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,6 Don't know,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,5 Completely yes,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,3 Neutral,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,1 Not at all,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Other,Don't know,7 Refused,0
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,4 Mostly yes,11
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,2 Very little,15
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,6 Don't know,1
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,5 Completely yes,10
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,3 Neutral,3
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,1 Not at all,24
Are you satisfied with what NGOs are doing for you after the earthquake?,Nuwakot,Female,40 to 54,7 Refused,1
