What is your biggest problem?,Occupation_Other,District,Month,Gender,Age,Are you satisfied with what NGOs are doing for you after the earthquake?,Are your main problems being addressed?,Are your main problems being addressed2?,What is the top thing that you need information about?,Is support provided in a fair way?,Do_you_have_any_health_problem,C0JS,Date,Ward,Ethnicity_Other,Round,Ethnicity,Occupation
Financial support,NA,Okhaldhunga,NA,Male,55+,4 Mostly yes,2 Very little,4 Mostly yes,NA,6 Don't know,No difficulty.,4 Mostly yes,NA,3,NA,3,Janajati,Farmer / Laborer
Financial support,NA,Okhaldhunga,NA,Male,55+,1 Not at all,2 Very little,1 Not at all,NA,6 Don't know,"Yes, some difficulty.",6 Don't know,NA,4,NA,3,Brahmin,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Okhaldhunga,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,2 Very little,No difficulty.,3 Neutral,NA,6,NA,3,Dalit,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,2 Very little,6 Don't know,2 Very little,How to register for access support,2 Very little,No difficulty.,2 Very little,NA,1,NA,3,Janajati,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Male,55+,4 Mostly yes,2 Very little,2 Very little,NA,4 Mostly yes,"Yes, some difficulty.",5 Completely yes,NA,4,NA,3,Brahmin,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,1 Not at all,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty.,3 Neutral,NA,6,NA,3,Dalit,Skilled Worker (i.e. Carpenter)
Short-term shelter (tent / shelterbox),NA,Okhaldhunga,NA,Female,55+,4 Mostly yes,2 Very little,4 Mostly yes,NA,6 Don't know,No difficulty.,4 Mostly yes,NA,3,NA,3,Janajati,Farmer / Laborer
Livelihoods,NA,Okhaldhunga,NA,Male,25 to 39,1 Not at all,3 Neutral,1 Not at all,News about government decisions,3 Neutral,"Yes, some difficulty.",2 Very little,NA,6,NA,3,Dalit,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Okhaldhunga,NA,Female,25 to 39,2 Very little,2 Very little,3 Neutral,News about government decisions,3 Neutral,"Yes, some difficulty.",2 Very little,NA,6,NA,3,Dalit,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,How to register for access support,1 Not at all,"Yes, some difficulty.",1 Not at all,NA,4,NA,3,Brahmin,Farmer / Laborer
Clean water,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,2 Very little,4 Mostly yes,News about government decisions,2 Very little,No difficulty.,2 Very little,NA,1,NA,3,Janajati,Farmer / Laborer
Financial support,NA,Okhaldhunga,NA,Female,15 to 24,1 Not at all,2 Very little,2 Very little,News about government decisions,2 Very little,"Yes, some difficulty.",3 Neutral,NA,6,NA,3,Dalit,Farmer / Laborer
Clean water,NA,Okhaldhunga,NA,Male,55+,2 Very little,3 Neutral,2 Very little,News about government decisions,6 Don't know,"Yes, some difficulty.",1 Not at all,NA,3,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,NA,4,NA,3,Chhetri,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Female,40 to 54,2 Very little,6 Don't know,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,3,NA,3,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,55+,6 Don't know,2 Very little,6 Don't know,How to get shelter materials,3 Neutral,"Yes, some difficulty.",1 Not at all,NA,3,NA,3,Dalit,Farmer / Laborer
Housing inspections,NA,Okhaldhunga,NA,Female,40 to 54,2 Very little,3 Neutral,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,3,NA,3,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,55+,3 Neutral,6 Don't know,4 Mostly yes,NA,3 Neutral,No difficulty.,4 Mostly yes,NA,4,NA,3,Janajati,Farmer / Laborer
Financial support,NA,Okhaldhunga,NA,Female,55+,1 Not at all,2 Very little,2 Very little,News about government decisions,6 Don't know,"Yes, some difficulty.",3 Neutral,NA,3,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Female,55+,3 Neutral,3 Neutral,3 Neutral,NA,6 Don't know,"Yes, some difficulty.",6 Don't know,NA,3,NA,3,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,NA,1 Not at all,No difficulty.,4 Mostly yes,NA,4,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,40 to 54,1 Not at all,2 Very little,2 Very little,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,3,NA,3,Brahmin,Farmer / Laborer
Toilets / sanitation,NA,Okhaldhunga,NA,Male,25 to 39,1 Not at all,2 Very little,1 Not at all,News about government decisions,2 Very little,No difficulty.,1 Not at all,NA,1,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,25 to 39,3 Neutral,2 Very little,1 Not at all,News about government decisions,2 Very little,No difficulty.,1 Not at all,NA,8,NA,3,Brahmin,Farmer / Laborer
Seeds and fertilizers,NA,Okhaldhunga,NA,Male,55+,1 Not at all,2 Very little,1 Not at all,News about government decisions,2 Very little,No difficulty.,1 Not at all,NA,1,NA,3,Brahmin,Farmer / Laborer
Financial support,NA,Okhaldhunga,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,NA,1,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Okhaldhunga,NA,Male,55+,1 Not at all,3 Neutral,2 Very little,News about government decisions,1 Not at all,"Yes, some difficulty.",1 Not at all,NA,1,NA,3,Chhetri,Farmer / Laborer
NA,NA,Nuwakot,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,2 Very little,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,8,NA,3,Brahmin,Farmer / Laborer
Financial support,NA,Okhaldhunga,NA,Female,15 to 24,2 Very little,2 Very little,2 Very little,News about government decisions,3 Neutral,No difficulty.,3 Neutral,NA,1,NA,3,Janajati,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Male,25 to 39,3 Neutral,2 Very little,2 Very little,NA,3 Neutral,No difficulty.,4 Mostly yes,NA,8,NA,3,Chhetri,Farmer / Laborer
Education,Student,Nuwakot,NA,Male,15 to 24,2 Very little,1 Not at all,2 Very little,NA,2 Very little,No difficulty.,4 Mostly yes,NA,7,NA,3,Brahmin,Other
Education,NA,Nuwakot,NA,Male,40 to 54,2 Very little,2 Very little,1 Not at all,How to register for access support,6 Don't know,"Yes, some difficulty.",2 Very little,NA,7,NA,3,Brahmin,Farmer / Laborer
Toilets / sanitation,NA,Nuwakot,NA,Female,25 to 39,2 Very little,1 Not at all,2 Very little,Finding missing people,2 Very little,"Yes, some difficulty.",2 Very little,NA,7,NA,3,Brahmin,Farmer / Laborer
Livelihoods,NA,Nuwakot,NA,Male,15 to 24,1 Not at all,2 Very little,2 Very little,Finding missing people,6 Don't know,No difficulty.,1 Not at all,NA,7,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,40 to 54,4 Mostly yes,1 Not at all,1 Not at all,How to get shelter materials,4 Mostly yes,"Yes, some difficulty.",1 Not at all,NA,7,NA,3,Brahmin,"Government (i.e. teacher, health worker, army)"
NA,NA,Lalitpur,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty.,4 Mostly yes,NA,4,NA,3,Janajati,"Government (i.e. teacher, health worker, army)"
Short-term shelter (tent / shelterbox),NA,Nuwakot,NA,Male,40 to 54,1 Not at all,2 Very little,2 Very little,How to register for access support,1 Not at all,"Yes, some difficulty.",2 Very little,NA,9,NA,3,Tamang,Farmer / Laborer
Education,Student,Nuwakot,NA,Male,15 to 24,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,2 Very little,No difficulty.,1 Not at all,NA,9,NA,3,Brahmin,Other
Long term shelter / housing,NA,Nuwakot,NA,Male,25 to 39,1 Not at all,1 Not at all,2 Very little,News about government decisions,3 Neutral,No difficulty.,2 Very little,NA,9,NA,3,Brahmin,Farmer / Laborer
Financial support,NA,Nuwakot,NA,Female,40 to 54,1 Not at all,2 Very little,1 Not at all,How to get shelter materials,1 Not at all,"Yes, some difficulty.",1 Not at all,NA,9,NA,3,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Female,15 to 24,2 Very little,2 Very little,1 Not at all,How to register for access support,1 Not at all,No difficulty.,1 Not at all,NA,9,NA,3,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Sindhuli,NA,Male,40 to 54,4 Mostly yes,2 Very little,1 Not at all,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,4,NA,3,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Nuwakot,NA,Male,40 to 54,5 Completely yes,1 Not at all,2 Very little,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,8,NA,3,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Makwanpur,NA,Male,40 to 54,6 Don't know,1 Not at all,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,NA,9,NA,4,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dhading,NA,Female,40 to 54,2 Very little,1 Not at all,1 Not at all,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,1,NA,4,Gurung,Farmer / Laborer
NA,NA,Kathmandu,NA,Male,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,5 Completely yes,No difficulty.,4 Mostly yes,NA,5,NA,4,Newar,NGO Worker / Business
Long term shelter / housing,NA,Kathmandu,NA,Male,40 to 54,4 Mostly yes,2 Very little,2 Very little,News about government decisions,3 Neutral,No difficulty.,2 Very little,NA,8,NA,4,Chhetri,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Sindhuli,NA,Male,25 to 39,5 Completely yes,1 Not at all,4 Mostly yes,How to register for access support,5 Completely yes,No difficulty.,1 Not at all,NA,7,NA,4,Dalit,Skilled Worker (i.e. Carpenter)
Short-term shelter (tent / shelterbox),NA,Sindhuli,NA,Female,15 to 24,4 Mostly yes,2 Very little,5 Completely yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,7,NA,4,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Kavrepalanchok,NA,Female,40 to 54,1 Not at all,2 Very little,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,9,NA,4,Tamang,Farmer / Laborer
NA,Tailor,Bhaktapur,NA,Female,25 to 39,4 Mostly yes,4 Mostly yes,1 Not at all,NA,3 Neutral,No difficulty.,4 Mostly yes,NA,8,NA,4,Newar,Other
NA,NA,Bhaktapur,NA,Female,40 to 54,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,3 Neutral,No difficulty.,5 Completely yes,NA,2,NA,4,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,NA,Female,15 to 24,4 Mostly yes,2 Very little,4 Mostly yes,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,NA,9,NA,4,Chhetri,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Dhading,NA,Female,40 to 54,5 Completely yes,1 Not at all,1 Not at all,News about government decisions,6 Don't know,No difficulty.,2 Very little,NA,7,NA,4,Chhetri,Skilled Worker (i.e. Carpenter)
NA,NA,Sindhuli,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,3 Neutral,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,4,NA,4,Janajati,Farmer / Laborer
NA,NA,Dhading,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,2 Very little,NA,2 Very little,No difficulty.,5 Completely yes,NA,3,NA,4,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Dolakha,NA,Female,25 to 39,5 Completely yes,2 Very little,5 Completely yes,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,3,NA,4,Chhetri,Farmer / Laborer
Long term shelter / housing,teacher,Kavrepalanchok,NA,Male,25 to 39,2 Very little,1 Not at all,4 Mostly yes,How to get healthcare psychosocial support,1 Not at all,No difficulty.,2 Very little,NA,3,NA,4,Brahmin,Other
Financial support,student,Lalitpur,NA,Male,25 to 39,5 Completely yes,1 Not at all,1 Not at all,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,4,NA,4,Newar,Other
Long term shelter / housing,POLTRY,Kavrepalanchok,NA,Male,25 to 39,2 Very little,1 Not at all,2 Very little,Finding missing people,2 Very little,No difficulty.,2 Very little,NA,2,NOT MENTIONED,4,Other,Other
Long term shelter / housing,NA,Makwanpur,NA,Female,40 to 54,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,18,NA,4,Brahmin,Skilled Worker (i.e. Carpenter)
Healthcare,NA,Okhaldhunga,NA,Male,55+,2 Very little,1 Not at all,1 Not at all,How to get shelter materials,4 Mostly yes,yes__a_lot_of_difficulty,2 Very little,NA,8,NA,4,Tamang,Farmer / Laborer
NA,NA,Lalitpur,NA,Male,25 to 39,5 Completely yes,6 Don't know,4 Mostly yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,4,NA,4,Newar,NGO Worker / Business
Financial support,NA,Ramechhap,NA,Male,40 to 54,5 Completely yes,2 Very little,4 Mostly yes,How to replace personal documentation,4 Mostly yes,yes__some_difficulty,1 Not at all,NA,5,NA,4,Chhetri,Farmer / Laborer
NA,NA,Dhading,NA,Male,55+,5 Completely yes,4 Mostly yes,2 Very little,NA,5 Completely yes,yes__some_difficulty,5 Completely yes,NA,9,NA,4,Brahmin,Farmer / Laborer
NA,NA,Gorkha,NA,Female,40 to 54,2 Very little,5 Completely yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,1,NA,4,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Sindhupalchowk,NA,Female,25 to 39,4 Mostly yes,3 Neutral,3 Neutral,NA,5 Completely yes,No difficulty.,5 Completely yes,NA,5,NA,4,Tamang,"Government (i.e. teacher, health worker, army)"
NA,shopkeeper,Lalitpur,NA,Male,40 to 54,5 Completely yes,4 Mostly yes,1 Not at all,NA,5 Completely yes,No difficulty.,5 Completely yes,NA,4,NA,4,Newar,Other
NA,Student,Makwanpur,NA,Male,25 to 39,4 Mostly yes,2 Very little,1 Not at all,NA,2 Very little,No difficulty.,4 Mostly yes,NA,18,NA,4,Brahmin,Other
Long term shelter / housing,NA,Kavrepalanchok,NA,Male,55+,2 Very little,1 Not at all,1 Not at all,Finding missing people,2 Very little,No difficulty.,1 Not at all,NA,2,NA,4,Brahmin,Farmer / Laborer
NA,NA,Gorkha,NA,Female,40 to 54,5 Completely yes,6 Don't know,4 Mostly yes,NA,4 Mostly yes,yes__some_difficulty,6 Don't know,NA,1,NA,4,Newar,Farmer / Laborer
NA,NA,Lalitpur,NA,Male,40 to 54,5 Completely yes,4 Mostly yes,1 Not at all,NA,5 Completely yes,No difficulty.,5 Completely yes,NA,4,NA,4,Newar,NGO Worker / Business
Long term shelter / housing,NA,Makwanpur,NA,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,18,NA,4,Brahmin,Farmer / Laborer
Long term shelter / housing,not mentioned,Dhading,NA,Female,25 to 39,4 Mostly yes,2 Very little,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,9,NA,4,Brahmin,Other
Long term shelter / housing,NA,Sindhupalchowk,NA,Male,25 to 39,2 Very little,2 Very little,2 Very little,NA,5 Completely yes,No difficulty.,5 Completely yes,NA,5,NA,4,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Sindhuli,NA,Female,40 to 54,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,yes__some_difficulty,1 Not at all,NA,1,NA,4,Newar,Farmer / Laborer
Long term shelter / housing,NA,Rasuwa,NA,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,5 Completely yes,yes__some_difficulty,1 Not at all,NA,2,NA,4,Tamang,Farmer / Laborer
Financial support,NA,Makwanpur,NA,Male,40 to 54,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,NA,5,NA,4,Brahmin,Skilled Worker (i.e. Carpenter)
Long term shelter / housing,housewife,Lalitpur,NA,Female,40 to 54,4 Mostly yes,1 Not at all,1 Not at all,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,4,NA,4,Newar,Other
NA,NA,Gorkha,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,1,NA,4,Muslim,Skilled Worker (i.e. Carpenter)
NA,NA,Gorkha,NA,Male,25 to 39,2 Very little,5 Completely yes,5 Completely yes,NA,7 Refused,No difficulty.,4 Mostly yes,NA,1,NA,4,Brahmin,NGO Worker / Business
Financial support,NA,Okhaldhunga,NA,Male,40 to 54,4 Mostly yes,2 Very little,2 Very little,How to register for access support,4 Mostly yes,yes__some_difficulty,2 Very little,NA,8,NA,4,Janajati,Farmer / Laborer
Financial support,NA,Ramechhap,NA,Male,40 to 54,4 Mostly yes,2 Very little,1 Not at all,How to replace personal documentation,4 Mostly yes,No difficulty.,1 Not at all,NA,5,NA,4,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Kavrepalanchok,NA,Male,40 to 54,2 Very little,1 Not at all,2 Very little,How to get healthcare psychosocial support,2 Very little,No difficulty.,2 Very little,NA,2,NA,4,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Sindhupalchowk,NA,Male,25 to 39,3 Neutral,2 Very little,2 Very little,NA,5 Completely yes,No difficulty.,4 Mostly yes,NA,5,NA,4,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Dhading,NA,Female,40 to 54,5 Completely yes,2 Very little,1 Not at all,NA,4 Mostly yes,yes__some_difficulty,5 Completely yes,NA,9,NA,4,Janajati,Farmer / Laborer
Psychosocial counseling,NA,Lalitpur,NA,Male,25 to 39,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,NA,5,NA,4,Newar,NGO Worker / Business
Long term shelter / housing,NA,Sindhuli,NA,Male,15 to 24,1 Not at all,1 Not at all,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,NA,1,NA,4,Newar,NGO Worker / Business
Long term shelter / housing,Student,Makwanpur,NA,Male,15 to 24,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,NA,5,NA,4,Brahmin,Other
Long term shelter / housing,NA,Nuwakot,NA,Male,15 to 24,2 Very little,2 Very little,1 Not at all,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,7,NA,4,Brahmin,Skilled Worker (i.e. Carpenter)
NA,NA,Gorkha,NA,Male,55+,2 Very little,5 Completely yes,4 Mostly yes,NA,6 Don't know,No difficulty.,5 Completely yes,NA,1,NA,4,Gurung,Farmer / Laborer
NA,NA,Gorkha,NA,Male,40 to 54,4 Mostly yes,5 Completely yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,5 Completely yes,NA,1,NA,4,Newar,"Government (i.e. teacher, health worker, army)"
Long term shelter / housing,NA,Sindhupalchowk,NA,Male,25 to 39,4 Mostly yes,2 Very little,3 Neutral,NA,5 Completely yes,No difficulty.,4 Mostly yes,NA,5,NA,4,Tamang,Farmer / Laborer
NA,NA,Dhading,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,2 Very little,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,9,NA,4,Janajati,Farmer / Laborer
Long term shelter / housing,NA,Rasuwa,NA,Male,25 to 39,2 Very little,1 Not at all,1 Not at all,News about government decisions,2 Very little,No difficulty.,1 Not at all,NA,2,NA,4,Tamang,Farmer / Laborer
Housing inspections,housewife,Lalitpur,NA,Female,40 to 54,2 Very little,3 Neutral,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,NA,5,NA,4,Newar,Other
Long term shelter / housing,NA,Okhaldhunga,NA,Female,25 to 39,4 Mostly yes,2 Very little,1 Not at all,How to get shelter materials,1 Not at all,yes__some_difficulty,2 Very little,NA,8,NA,4,Tamang,Farmer / Laborer
Short-term shelter (tent / shelterbox),NA,Nuwakot,NA,Female,15 to 24,1 Not at all,1 Not at all,2 Very little,News about government decisions,2 Very little,yes__some_difficulty,2 Very little,NA,2,NA,4,Chhetri,Farmer / Laborer
Long term shelter / housing,NA,Makwanpur,NA,Male,25 to 39,1 Not at all,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,2 Very little,NA,5,NA,4,Tamang,Skilled Worker (i.e. Carpenter)
NA,NA,Gorkha,NA,Male,25 to 39,2 Very little,4 Mostly yes,5 Completely yes,NA,7 Refused,No difficulty.,4 Mostly yes,NA,1,NA,4,Brahmin,Farmer / Laborer
Long term shelter / housing,NA,Kavrepalanchok,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,NA,2 Very little,No difficulty.,2 Very little,NA,2,NA,4,Brahmin,Skilled Worker (i.e. Carpenter)
Long term shelter / housing,business,Sindhupalchowk,NA,Male,40 to 54,3 Neutral,3 Neutral,2 Very little,NA,3 Neutral,No difficulty.,5 Completely yes,NA,5,NA,4,Tamang,Other
NA,NA,Gorkha,NA,Male,25 to 39,5 Completely yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,1,NA,4,Dalit,Farmer / Laborer
Long term shelter / housing,NA,Sindhuli,NA,Female,40 to 54,1 Not at all,2 Very little,1 Not at all,How to get shelter materials,1 Not at all,No difficulty.,1 Not at all,NA,1,NA,4,Newar,Farmer / Laborer
NA,not mentioned,Dhading,NA,Male,40 to 54,5 Completely yes,4 Mostly yes,2 Very little,NA,5 Completely yes,yes__some_difficulty,4 Mostly yes,NA,9,NA,4,Chhetri,Other
NA,NA,Nuwakot,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,4 Mostly yes,NA,4 Mostly yes,No difficulty.,4 Mostly yes,NA,2,NA,4,Janajati,Farmer / Laborer
NA,NA,Okhaldhunga,NA,Male,25 to 39,4 Mostly yes,4 Mostly yes,3 Neutral,How to get healthcare psychosocial support,4 Mostly yes,No difficulty.,1 Not at all,NA,8,NA,4,Tamang,Farmer / Laborer
Long term shelter / housing,NA,Makwanpur,NA,Male,25 to 39,2 Very little,1 Not at all,1 Not at all,News about government decisions,1 Not at all,No difficulty.,1 Not at all,NA,5,NA,4,Tamang,Farmer / Laborer
Financial support,NA,Lalitpur,NA,Male,40 to 54,2 Very little,2 Very little,2 Very little,News about government decisions,2 Very little,No difficulty.,2 Very little,NA,5,NA,4,Newar,NGO Worker / Business
